customer_type,customer_idx,param,created_at
user,4701,스웨덴어,2022-07-04 12:22:22
user,4701,yonsei,2022-07-04 23:39:26
user,4701,연세,2022-07-04 23:39:40
user,4701,연세 한국어 읽기,2022-07-04 23:41:11
user,4701,연세 읽기,2022-07-04 23:41:16
user,4701,연세 한국어,2022-07-04 23:41:25
user,4701,읽기,2022-07-04 23:42:58
user,4701,이화,2022-07-04 23:45:22
user,4701,이화,2022-07-04 23:45:36
user,4701,이화,2022-07-04 23:45:42
user,4701,이화,2022-07-04 23:45:44
user,4701,초급 한국어 쓰기,2022-07-04 23:53:11
user,4701,초급 한국어,2022-07-04 23:53:22
company,46,유영국,2022-07-05 00:11:33
company,46,유영국,2022-07-05 00:11:52
company,46,유영국,2022-07-05 00:12:01
company,46,유영국,2022-07-05 00:14:14
company,46,유영국,2022-07-05 00:15:06
company,46,이건희,2022-07-05 00:15:21
company,46,이건희,2022-07-05 00:15:28
company,46,이건희,2022-07-05 00:15:34
company,46,이건희,2022-07-05 00:16:01
company,46,이건희,2022-07-05 00:16:25
company,46,이건희,2022-07-05 00:17:01
company,46,이건희,2022-07-05 00:17:21
company,46,이건희,2022-07-05 00:18:12
company,46,이건희,2022-07-05 00:18:24
company,46,이건희,2022-07-05 00:18:32
company,46,이건희,2022-07-05 00:18:59
company,46,이건희,2022-07-05 00:19:25
company,46,이건희,2022-07-05 00:19:39
company,46,이건희,2022-07-05 00:19:53
company,46,이건희,2022-07-05 00:20:10
company,46,이건희,2022-07-05 00:20:22
company,46,이건희,2022-07-05 00:20:55
company,46,이건희,2022-07-05 00:21:15
company,46,이건희,2022-07-05 00:22:02
company,46,이건희,2022-07-05 00:28:26
company,46,이건희,2022-07-05 00:28:37
company,46,이건희,2022-07-05 00:28:59
company,46,이건희,2022-07-05 00:29:53
company,46,이건희,2022-07-05 00:30:34
company,46,이건희,2022-07-05 00:31:14
company,46,이건희,2022-07-05 00:31:44
company,46,이건희,2022-07-05 00:32:04
company,46,이건희,2022-07-05 00:32:44
company,46,이건희,2022-07-05 00:33:37
company,46,이건희,2022-07-05 00:34:07
company,46,이건희,2022-07-05 00:34:25
company,46,이건희,2022-07-05 00:34:44
company,46,남재작,2022-07-05 00:37:02
company,46,구본창,2022-07-05 00:41:52
company,46,구본창,2022-07-05 00:42:00
company,46,구본창,2022-07-05 00:42:05
company,46,구본창,2022-07-05 00:43:16
company,46,구본창,2022-07-05 00:45:12
company,46,구본창,2022-07-05 00:47:01
company,46,강홍구,2022-07-05 00:48:01
company,46,강홍구,2022-07-05 00:48:07
company,46,강홍구,2022-07-05 00:48:14
company,46,강홍구,2022-07-05 00:49:06
company,46,강홍구,2022-07-05 00:50:07
company,46,김병걸,2022-07-05 00:50:58
company,46,김병걸,2022-07-05 00:51:03
company,46,김병걸,2022-07-05 00:51:12
company,46,김병걸,2022-07-05 00:51:39
company,46,김병걸,2022-07-05 00:51:58
company,46,데비한,2022-07-05 00:52:11
company,46,유현미,2022-07-05 00:52:23
company,46,유현미,2022-07-05 00:52:26
company,46,유현미,2022-07-05 00:52:33
company,46,유현미,2022-07-05 00:53:46
company,46,유현미,2022-07-05 00:54:25
company,46,한미사진미술관,2022-07-05 00:54:30
company,46,한미사진미술관,2022-07-05 00:54:35
company,46,한미사진미술관,2022-07-05 00:54:41
company,46,한미사진미술관,2022-07-05 00:55:45
company,46,한미사진미술관,2022-07-05 00:56:29
company,46,한미사진미술관,2022-07-05 00:57:09
company,46,한미사진미술관,2022-07-05 00:58:01
company,46,한미사진미술관,2022-07-05 00:58:28
company,46,한미사진미술관,2022-07-05 00:59:19
company,46,임양환,2022-07-05 00:59:54
company,46,장승효,2022-07-05 01:00:17
company,46,정동석,2022-07-05 01:00:34
company,46,정동석,2022-07-05 01:01:42
company,46,천경우,2022-07-05 01:01:59
company,46,고남수,2022-07-05 01:02:50
company,46,김대수,2022-07-05 01:03:01
company,46,김대수,2022-07-05 01:03:15
company,46,김대수,2022-07-05 01:03:39
company,46,김대수,2022-07-05 01:04:11
company,46,김대수,2022-07-05 01:04:20
company,46,김윤호,2022-07-05 01:04:31
company,46,김윤호,2022-07-05 01:04:53
company,46,김윤호,2022-07-05 01:05:03
company,46,김윤호,2022-07-05 01:05:15
company,46,김윤호,2022-07-05 01:05:43
company,46,노순택,2022-07-05 01:05:53
company,46,노순택,2022-07-05 01:06:11
company,46,노순택,2022-07-05 01:07:54
company,46,민병헌,2022-07-05 01:09:29
company,46,염중호,2022-07-05 01:10:20
company,46,주상연,2022-07-05 01:10:32
company,46,최병관,2022-07-05 01:11:04
company,46,최병관,2022-07-05 01:11:08
company,46,최병관,2022-07-05 01:11:14
company,46,최병관,2022-07-05 01:12:02
company,46,최병관,2022-07-05 01:13:29
user,4701,토픽,2022-07-05 03:05:01
company,46,9791191847062,2022-07-05 07:00:01
company,46,9791197010316  9791197010316 9791197010361  9791197010385 9791197082757 9791197082764 9791197199837 9791197199844 9791191847178 9791197422157  9791197422188 9791191847048 9791197422195 9791197422140 9791197422133,2022-07-05 07:01:30
company,46,9791197010316  9791197010316 9791197010361  9791197010385 9791197082757 9791197082764 9791197199837 9791197199844 9791191847178 9791197422157  9791197422188 9791191847048 9791197422195 9791197422140 9791197422133,2022-07-05 07:01:52
company,46,마나문고,2022-07-05 07:02:07
company,46,마나문고,2022-07-05 07:02:15
company,46,마나문고,2022-07-05 07:02:28
company,46,마나문고,2022-07-05 07:07:01
company,46,마나문고,2022-07-05 07:08:47
company,46,마나문고,2022-07-05 07:09:03
company,46,마나문고,2022-07-05 07:09:49
company,46,마나문고,2022-07-05 07:10:10
user,5173,사랑해요 한국어(I LOVE KOREAN),2022-07-07 00:58:29
user,5172,sejong 1,2022-07-07 01:32:59
user,5172,sejong,2022-07-07 01:37:04
user,5172,sejong I,2022-07-07 01:37:19
user,663,korean blackpink,2022-07-07 02:44:24
user,663,Kpop korean,2022-07-07 02:44:36
user,663,Kpop,2022-07-07 02:44:45
user,663,korean Kpop,2022-07-07 02:45:00
user,663,korean,2022-07-07 02:45:15
user,663,살아있는 한국어,2022-07-07 02:46:57
user,663,kpop dictionary,2022-07-07 02:48:30
user,663,korean proverbs,2022-07-07 02:48:44
user,663,Learning Korean Through Tasks,2022-07-07 02:50:32
user,663,살아있는 한국어,2022-07-07 02:50:52
user,663,"외국인을 위한 한자어 50 한자로 2,000 어휘 늘리기",2022-07-07 02:52:18
user,663,Essential Korean Proverbs,2022-07-07 02:52:39
user,663,korean picture dictionary,2022-07-07 02:54:43
user,663,korean for kpop travellers,2022-07-07 02:57:39
user,663,korean for kpop,2022-07-07 02:57:46
user,663,korean for kpop,2022-07-07 02:57:50
user,663,for k-pop travelers,2022-07-07 02:58:09
user,663,korean,2022-07-07 02:59:19
user,663,daily routine,2022-07-07 03:01:56
user,663,first 500 words,2022-07-07 03:02:23
user,663,my first,2022-07-07 03:02:47
user,663,my first 500,2022-07-07 03:02:56
user,663,my first korean,2022-07-07 03:03:03
user,663,살아있는 한국어,2022-07-07 03:04:48
user,663,살아있는 한국어,2022-07-07 03:06:23
user,663,살아있는 한국어,2022-07-07 03:11:52
company,46,한국,2022-07-08 10:06:55
company,46,8979984332 9788994947082 9788985114387 9791158660758 9791187324065 9788955561760 9791157153848 9791187425311 9788955561975 8957250006 9791159010767 9788973000432 8958624973 8992582803 8983124202 9791187349051 9791159615757 6108991057455 9788985395243 9788983922021,2022-07-09 04:59:25
company,46,9788983922021 9786000841898 9788955562491 9788980382996 9788991057180 8988527372 9788955563719 9788920020278 8958173211 9788978801935 9788994660042 9788996558262 9791161610214 8952118413 9791160710212,2022-07-09 05:01:53
company,46,8971997095 8996413585 9788969106575 9791155783634 9788920020100 9788920020124 9788955562811 9788955564297 9788955564228 8955565763 8955561253 8962970015 8962970120 8962970341 8962970198 8962970171 9788988906101 8963472035 8998534622 9788971395097 8956250766 8962923904 9788972182443 8920014566 9788990650870 9788918031460 9788989722373 9788987509211 8984794392 9788982063572,2022-07-09 05:04:31
company,46,8975323986 9791186554012 9791185654676 9788997375097 9788999900518 9791195736614 9788991593633 8959667641 8959666327 8973668455 9791156022749 895906422X 9791133921249 899814347X 9791161468389 9791195608188 9791188499434 9788961378994 9788992517164 9788961378420 9788985465403 8965745918  9788959334674,2022-07-09 05:08:28
company,46,9788956451824 9788987635637 9791158861681 8959335797 9788932308678 9788990586049 9781538753255 9788970870267 9788970870038 9788970870335 9791127240035 9791157831722 9788983395696 8937483106 9788936474645 9788936474720 9788993093278 9791130433578 9791130432236 9791130433103 9791189185084 8984313785 9788985200035 8974503050 8951116557 8984444618,2022-07-09 05:10:20
company,46,8991729371 9791196118938 9791163720546 9791155550014 9788946021921 8968501467 8978464432 8994255214 9788924059441 897090803X 9791196541620 9791127282677 9791196279943 9788936474522 8984775878 8984775983 8984775991 9788984776098 8984776688 8998742268 8946058188 8946059087 8946059672 9791156924241 9791156924357 9791186324578 9791186324752 8994033971 9791160710441 9791127288310 9788971998960 8974838052 8974838141 9788961874953 9788992407403 9791188819638 8955968280 8965251168 9791196689537 896437164X 9791196922702 9788965236108 9791196020651 9791196478810 9791160710489 8967360231,2022-07-09 05:14:24
company,46,9788994255866 9791155780077 8993901139 8918091044 9788918910291 9791196490706 9788992448956 8985460315 893031712X 9791185395975 9791187806356 9791187806332 9791187806417 9791187806370 9791187806226 9791187806394 9791187806431 9791187806363 9791187806776 9791187806790 9791162471661 9788959668052 9788924052565 9788924067446 8984338281 8984338249 8984338257 8984338591 9791155160060 9791155160268 9791160710496 9791186324646 8994033211 9791160710472 9791186324936 9791186324899 9791186324943 9791186324967 9791186324981 9791186324998 9791190480079 9791190480000 9791186012628  9791161616414 9791160710762 9791190480048 9791160710922,2022-07-09 05:21:25
company,46,9791160710922 895211163X 9788961875257 8992190085 9788934905486 9788993741315 8996879843 9791190476027 9788988433584 9788946071933 9788946068995 9788936510725 8936511122 8936513354 9791188819652 9788963032320 9788963032351 9788963032399 9791196777159 9791185939384 9791196071707 8974092921 8974093707 9791196830328 9791156057192 9788993741322 8994815805 8939805003 9788996781059 9791188768264 8992421834 9791162223833 8971992905 8992421788 9788982180804 9791196455507 9791195507566 9791137221109 9788936474683 9788991663824 9791190719018 9791188756575 8946063254 9788970636856 9788956262239 9788962921724 9788953463387,2022-07-10 01:03:06
company,46,8992842090 9791186324776 9791161616704 9791161617312 9791161618784 9791190480154 9791190480192 9791190480123 9791160710960 9791165990008 9791186324745 9791186012475 9791160710939 9791190480178 9791190480161 9791160710991 9791160711011 9791160711004 9791160711042 9791160711028 9788966612253 9791137220997 8972976210 9788991197107 8995132655 8962620030 9788991057258 8971156325 9788985127172 8992904088 9788995924839 9791156121770 8936314343 8994940340 8995924829 3960700415 9788924073317 9791156620679 8994006222 9788997315390 8965640741 9791188756568 9791158666378 9788928515356 9788972187097,2022-07-10 01:09:22
company,46,979-11-5662-068-6,2022-07-10 01:14:40
company,46,9791156620686,2022-07-10 01:35:46
company,46,9791156620754,2022-07-10 01:39:46
company,46,979-11-5662-080-8,2022-07-10 01:40:26
company,46,9791156620808,2022-07-10 01:40:39
company,46,9791156620815,2022-07-10 01:41:55
company,46,9791156620822,2022-07-10 01:42:56
company,46,9791156620853,2022-07-10 01:44:00
company,46,9791156620860,2022-07-10 01:44:54
company,46,9791156620877,2022-07-10 01:45:48
company,46,9788962572889 1635190118 9791155800966 9788952129567 9788952129543 9791158666392 8985215744 8985215353 8985215906 9791185700151 9788953457829 9788953457805 9788953459182 895346000X 8990644305 8953465915 8994255435 9791195259625 9791159619281 9788983961808 9788985749268 9788936470654 9788981337452 9788985331906 9788953422926 9788953453708 8994741135 9791195762408 9791196964900 9788952105370 9788955660357 9791165508388 9788940050071 9788960781054 9788956025872 9788964357316 9788997835430 8809087894975 2001235001112 9788991175228 9791158621377 9788985464062 9791188307029 9791196810580 9788936306687 9788932311432 9788995790588 9788963032542 9791197420917 9788973166077,2022-07-10 01:55:16
company,46,9788962572889 1635190118 9791155800966 9788952129567 9788952129543 9791158666392 8985215744 8985215353 8985215906 9791185700151 9788953457829 9788953457805 9788953459182 895346000X 8990644305 8953465915 8994255435 9791195259625 9791159619281 9788983961808 9788985749268 9788936470654 9788981337452 9788985331906 9788953422926 9788953453708 8994741135 9791195762408 9791196964900 9788952105370 9788955660357 9791165508388 9788940050071 9788960781054 9788956025872 9788964357316 9788997835430 8809087894975 2001235001112 9788991175228 9791158621377 9788985464062 9791188307029 9791196810580 9788936306687 9788932311432 9788995790588 9788963032542 9791197420917 9788973166077,2022-07-10 01:59:33
company,46,9788962572889 1635190118 9791155800966 9788952129567 9788952129543 9791158666392 8985215744 8985215353 8985215906 9791185700151 9788953457829 9788953457805 9788953459182 895346000X 8990644305 8953465915 8994255435 9791195259625 9791159619281 9788983961808 9788985749268 9788936470654 9788981337452 9788985331906 9788953422926 9788953453708 8994741135 9791195762408 9791196964900 9788952105370 9788955660357 9791165508388 9788940050071 9788960781054 9788956025872 9788964357316 9788997835430 8809087894975 2001235001112 9788991175228 9791158621377 9788985464062 9791188307029 9791196810580 9788936306687 9788932311432 9788995790588 9788963032542 9791197420917 9788973166077,2022-07-10 02:03:25
company,46,9788936433734,2022-07-10 02:12:10
company,46,9788936436612,2022-07-10 02:18:39
company,46,동국대학교출판문화원,2022-07-10 06:18:02
company,46,동국대학교,2022-07-10 06:18:17
company,46,동국대학교,2022-07-10 06:18:40
company,46,동국대학교,2022-07-10 06:18:42
company,46,동국대학교,2022-07-10 06:19:17
company,46,동국대학교,2022-07-10 06:19:33
company,46,동국대학교,2022-07-10 06:20:15
company,46,동국대학교,2022-07-10 06:21:21
company,46,동국대학교,2022-07-10 06:22:06
company,46,동국대학교,2022-07-10 06:22:41
company,46,동국대학교,2022-07-10 06:23:31
company,46,동국대학교,2022-07-10 06:23:56
company,46,동국대학교,2022-07-10 06:24:14
company,46,동국대학교,2022-07-10 06:24:31
company,46,동국대학교,2022-07-10 06:24:47
company,46,동국대학교,2022-07-10 06:25:26
company,46,동국대학교,2022-07-10 06:25:37
company,46,동국대학교,2022-07-10 06:25:59
company,46,동국대학교,2022-07-10 06:26:10
company,46,동국대학교,2022-07-10 06:26:31
company,46,동국대학교,2022-07-10 06:26:43
company,46,동국대학교,2022-07-10 06:26:54
company,46,동국대학교,2022-07-10 06:27:15
company,46,동국대학교,2022-07-10 06:28:19
company,46,동국대학교,2022-07-10 06:33:19
company,46,동국대학교,2022-07-10 06:33:35
company,46,동국대학교,2022-07-10 06:33:49
company,46,동국대학교,2022-07-10 06:34:12
company,46,동국대학교,2022-07-10 06:34:25
company,46,동국대학교,2022-07-10 06:36:43
company,46,동국대학교,2022-07-10 06:36:52
company,46,동국대학교,2022-07-10 06:37:04
company,46,동국대학교,2022-07-10 06:37:41
company,46,동국대학교,2022-07-10 06:38:00
company,46,동국대학교,2022-07-10 06:38:24
company,46,동국대학교,2022-07-10 06:38:35
company,46,동국대학교,2022-07-10 06:38:53
company,46,동국대학교,2022-07-10 06:39:03
company,46,동국대학교,2022-07-10 06:39:11
company,46,동국대학교,2022-07-10 06:39:22
company,46,동국대학교,2022-07-10 06:39:36
company,46,동국대학교,2022-07-10 06:40:02
company,46,동국대학교,2022-07-10 06:40:12
company,46,동국대학교,2022-07-10 06:40:36
company,46,동국대학교,2022-07-10 06:40:50
company,46,동국대학교,2022-07-10 06:41:00
company,46,동국대학교,2022-07-10 06:41:13
company,46,동국대학교,2022-07-10 06:41:54
company,46,동국대학교,2022-07-10 06:42:10
company,46,동국대학교,2022-07-10 06:42:33
company,46,동국대학교,2022-07-10 06:42:51
company,46,동국대학교,2022-07-10 06:43:34
company,46,9788978013895 9788978014496 9788978014892 9788978015301 9788978019408 9788978019736 9788978019866 9791197343346 9791191670110,2022-07-10 06:48:57
company,46,9791160686807 9791160686814 9791160686821 9791160686838 9791160686845 9791160686852 9791160686869 9791160686876 9791160686883 9791160686890 9791160686906 9791160686913,2022-07-10 07:00:11
company,46,9791160686807 9791160686814 9791160686821 9791160686838 9791160686845 9791160686852 9791160686869 9791160686876 9791160686883 9791160686890 9791160686906 9791160686913,2022-07-10 07:00:36
company,46,9791160686807 9791160686814 9791160686821 9791160686838 9791160686845 9791160686852 9791160686869 9791160686876 9791160686883 9791160686890 9791160686906 9791160686913,2022-07-10 07:00:51
company,46,9791160686777,2022-07-10 07:03:08
company,46,9791160686784,2022-07-10 07:03:38
company,46,9791160686791,2022-07-10 07:04:05
company,46,9791160686807,2022-07-10 07:04:31
company,46,9791160686814,2022-07-10 07:05:07
company,46,9791160686821,2022-07-10 07:05:32
company,46,9791160686838,2022-07-10 07:05:55
company,46,9791160686845,2022-07-10 07:06:21
company,46,담앤북스 ,2022-07-10 07:09:35
company,46,담앤북스 ,2022-07-10 07:09:40
company,46,담앤북스 ,2022-07-10 07:09:42
company,46,담앤북스 ,2022-07-10 07:09:57
company,46,담앤북스 ,2022-07-10 07:10:15
company,46,담앤북스 ,2022-07-10 07:10:27
company,46,담앤북스 ,2022-07-10 07:10:37
company,46,담앤북스 ,2022-07-10 07:10:50
company,46,담앤북스 ,2022-07-10 07:11:03
company,46,담앤북스 ,2022-07-10 07:11:14
company,46,담앤북스 ,2022-07-10 07:11:40
company,46,담앤북스 ,2022-07-10 07:11:50
company,46,담앤북스 ,2022-07-10 07:12:18
company,46,담앤북스 ,2022-07-10 07:12:26
company,46,담앤북스 ,2022-07-10 07:12:43
company,46,담앤북스 ,2022-07-10 07:12:55
company,46,담앤북스 ,2022-07-10 07:13:08
company,46,담앤북스 ,2022-07-10 07:13:35
company,46,담앤북스 ,2022-07-10 07:13:53
company,46,담앤북스 ,2022-07-10 07:13:59
company,46,담앤북스 ,2022-07-10 07:14:09
company,46,담앤북스 ,2022-07-10 07:15:19
company,46,담앤북스 ,2022-07-10 07:15:27
company,46,9791159053894 9791196388041 9791196680305 9791158664329 9791161291024 9788930006491 9788965414254 9791162950104 9791196076078 9791187746294 9788994637907 9791188990290 9791196270322 9788984776647 9791188353125 9791185253640 9791185346939 9791188836260 9788972759706 9791196624910 9788958174448 9788994626796 9791162995990 9791159300974 9791195309566 9791159679278 9788951119620,2022-07-10 07:23:01
company,46,9791159053894 9791196388041 9791196680305 9791158664329 9791161291024 9788930006491 9788965414254 9791162950104 9791196076078 9791187746294 9788994637907 9791188990290 9791196270322 9788984776647 9791188353125 9791185253640 9791185346939 9791188836260 9788972759706 9791196624910 9788958174448 9788994626796 9791162995990 9791159300974 9791195309566 9791159679278 9788951119620,2022-07-10 07:26:16
company,46,9791159053894 9791196388041 9791196680305 9791158664329 9791161291024 9788930006491 9788965414254 9791162950104 9791196076078 9791187746294 9788994637907 9791188990290 9791196270322 9788984776647 9791188353125 9791185253640 9791185346939 9791188836260 9788972759706 9791196624910 9788958174448 9788994626796 9791162995990 9791159300974 9791195309566 9791159679278 9788951119620,2022-07-10 07:27:10
company,46,9791187951094 9788995940563 9791187951049 9788995940587 9791187951018 9791187951032 9791187951001 9791187951087,2022-07-10 09:21:43
company,46,9788961877138 9788961877077 9788961876834 9788961877107 9788961877145 9788961876841,2022-07-10 09:40:47
company,46,9788961876742,2022-07-10 09:43:45
user,5191,이화 한국어,2022-07-10 16:58:05
user,5191,3-2,2022-07-10 16:58:35
user,5191,이화 한국어 3-2,2022-07-10 16:58:56
user,5191,이화 한국어 workbook,2022-07-10 16:59:23
user,4928,978-89-491-1411-8,2022-07-11 18:47:03
user,4928,978894911418,2022-07-11 18:47:18
user,4928,9788932373706,2022-07-11 18:48:00
user,4928,9788949114118,2022-07-11 18:48:38
user,4928,9788949112053,2022-07-11 18:49:34
user,4928,백희나,2022-07-11 18:52:12
user,4928,9788949112114,2022-07-11 19:12:41
user,4928,이수지,2022-07-11 19:12:53
user,4928,이수지,2022-07-11 19:21:11
user,4928,9788932373706,2022-07-11 19:26:42
user,4928,benji davis,2022-07-11 19:34:04
user,4928,벤지 데이비스,2022-07-11 19:34:37
user,4928,올리버 제퍼스,2022-07-11 19:35:10
user,4928,줄리아 도널드슨,2022-07-11 19:39:47
user,4701,빈도별,2022-07-12 06:40:45
user,4701,talk talk,2022-07-12 06:42:07
user,4701,topik,2022-07-12 06:44:25
user,4701,darakwon,2022-07-12 06:44:46
company,46,엄흥도,2022-07-12 22:51:53
user,3589,폴리매스,2022-07-13 07:38:15
user,5121,piplang,2022-07-13 10:09:18
company,63,소녀의 세계,2022-07-13 10:34:45
company,63,소녀의 세계,2022-07-13 10:37:09
company,63,8809270749983,2022-07-13 10:48:41
company,63,DVD,2022-07-13 10:49:50
user,5203,고양이 학교,2022-07-13 12:01:00
user,4404,서울대 한국어 2,2022-07-13 13:01:55
user,4404,서울대 한국어 2,2022-07-13 13:02:06
company,46,9791188401239 9791196691356 9791195267828 8967360800 9791185700021 9788997748730 9791186625255 9788930413602 9791195625208 9791163950202 9788994239385 9788928902118 9791187190493 9788999901553 9788989449744 9791187822479 9791196139131 9791165450434 9788963032368 9788981604233 9791157001699 9791195526192 9788955573657 9791195562053 9791196049805 9791187938026 9788996248262 9788956070940 8809487620020 9788982759826 9791195991112 9788996982920 9788996744689,2022-07-13 13:10:45
